Title_text,Title_href,Price,Description,Buyinfo
"Syma X5HW FPV, BAROMETER kompas Syma - RS X5HW-B",https://drony.heureka.sk/syma-x5hw-fpv-barometer-kompas-syma-rs-x5hw-b/,"85,00 €","SYMA X5HW - rc kvadrokoptéra s FPV, barometrom a kompasom

Na rozdiel od svojich predchodcov, modelov X5SC a X5SW vyzerá nielen atraktívnejšie, ale tiež má funkciu visenie. 6...",
Dragon 250 RTB Ready-To-Bind Xcite - RS_15004050,https://drony.heureka.sk/dragon-250-rtb-ready-to-bind-xcite-rs-15004050/,"299,00 €","XCITERC RACE-COPTER DRAGON 250 RTB - READY-TO-BIND  S AKU, NABÍJAČOM A VYSIELAČOM XRC

Výnimočná optika a krajné letové manévre pri vysokej rýchlosti  sú najvýraznejšou...",
"Dragon 250 RTB Race-Copter s AKU, nabíjačom a vysielačom XRCite - RS_15004050",https://drony.heureka.sk/dragon-250-rtb-race-copter-s-aku-nabijacom-a-vysielacom-xrcite-rs-15004050/,"359,00 €","XciteRC Race-Copter Dragon 250 RTB - Ready-to-Bind  s AKU, nabíjačom a vysielačom XRC

Výnimočná optika a krajné letové manévre pri vysokej rýchlosti  sú najvýraznejšou...",
"Funtom 8 BAROMETR, HD kamera, kompas Rayline GmbH - RC_44784",https://drony.heureka.sk/funtom-8-barometr-hd-kamera-kompas-rayline-gmbh-rc-44784/,"92,00 - 94,90 €","RAYLINE FUNTOM 8 FPV, BAROMETER

Táto kvadrokoptéra prináša okrem pomalz už tradičných vymožeností ako je 6-osý  gyroskop, 360 ° predprogramovaný loping, exkluzívny design...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
FAYEE FY801 - rc dron ktorý dokáže lietať hore nohami - RC_17044,https://drony.heureka.sk/fayee-fy801-rc-dron-ktory-dokaze-lietat-hore-nohami-rc-17044/,"55,00 €","FAYEE FY801 rc dron s fantastickými vlastnosťami pri lietaní

Unikátny model dronu s možnosťou plynulého letu v obrátenej polohe. Vďaka špeciálne vyladenému gyroskopu sa dron...",
WowWee drone LUMI - White 4448,https://drony.heureka.sk/wowwee-drone-lumi-white-4448/,"59,00 - 96,60 €","LUMI Gaming Drone

rozsviette oblohu s LUMI - prvým herným dronom, ktorý má toľko tanečných pohybov, ako herných módov
EZ Flight technológia umožňuje okamžitú stabilizáciu a...",
"Funtom 6 Wifi 720p 2x AKU! BAROMETER, kompas, auto pristátie Rayline GmbH - RS_RF6W720p",https://drony.heureka.sk/funtom-6-wifi-720p-2x-aku-barometer-kompas-auto-pristatie-rayline-gmbh-rs-rf6w720p/,"115,00 €","Dron s HD kamerou WIFI Rayline FUNTOM 6 a 2x AKU LiPo

 

Technické parametre: 

- CF Headless Mode

- 6 osý gyroskop, 4 CH

- rozmery 3Ox30x6,5 cm

- 2,4 GHz 

- doba letu 10...",
"Funtom 7 BAROMETER, Wifi FPV, kompas Rayline GmbH - RC_44782",https://drony.heureka.sk/funtom-7-barometer-wifi-fpv-kompas-rayline-gmbh-rc-44782/,"98,00 €","Rayline Funtom 7 FPV, BAROMETER

Táto kvadrokoptéra prináša okrem pomalz už tradičných vymožeností ako je 6-osý  gyroskop, 360 ° predprogramovaný loping, exkluzívny design...",
Smart drone 2Fast2Fun Space Drone 2030 - 2F-SPACE,https://drony.heureka.sk/smart-drone-2fast2fun-space-drone-2030-2f-space/,"208,50 €","Zažijte spoustu zábavy a legrace s dronem 2Fast2Fun 2030. Disponuje integrovanou otočnou kamerou, která snímá v rozlišení 720p. Navíc dron disponuje také 6osým gyroskopem, který...",
Smart drone 2Fast2Fun Focus Dron XL - 2F-FDXL,https://drony.heureka.sk/smart-drone-2fast2fun-focus-dron-xl-2f-fdxl/,"81,67 €","Zažijte spoustu zábavy a legrace s dronem 2Fast2Fun Focus Drone XL. Disponuje integrovanou otočnou kamerou, která snímá v rozlišení 720p. Navíc také funkcí, která zaručí, že se...",
Syma RC dron X5SW FPV WiFi kamera biely - RC_16983,https://drony.heureka.sk/syma-rc-dron-x5sw-fpv-wifi-kamera-biely-rc-16983/,"85,00 €",FPV verzia jedného z najúspešnejšie predávaných dronov pre začiatočníkov vôbec. Ihneď po vzlietnutí zistíte že sa výrazne zapracovalo na výkone a ovládateľnosti. Dron je...,
Smart Drone YUNEEC BREEZE 4K (YUNFCAEU),https://drony.heureka.sk/smart-drone-yuneec-breeze-4k-yunfcaeu/,"406,40 - 437,00 €",Paměť Interní paměť (GB): 16 Typ Dron s kamerou RC- provedení: RTF (Ready to Fly) RC- pohon: Střídavé motory Vlastnosti dálkového ovládání Frekvence: 5 GHz Dosah (m): 100...,
Syma RC dron X4 - RC_16787,https://drony.heureka.sk/syma-rc-dron-x4-rc-16787/,"36,00 €","Syma X4. Stabilný, odolný a kompaktný dron. Menší brat väčšieho dronu Syma X3. Vďaka svojim malým rozmerom a ľahkej konštrukcii ho môžete zobrať všade so sebou. Dizajn...",
JJRC RC dron H3 headless 2MP kamera zlatý - CS029057,https://drony.heureka.sk/jjrc-rc-dron-h3-headless-2mp-kamera-zlaty-cs029057/,"74,90 €","Dron H3 s unikátnym automobilovým dizajnom v troch farbách. Je vybavený HD kamerou pre zachytenie vašich zážitkov, ako z letu, tak aj z jazdy. Áno, to nie je omyl! Nechce sa Vám...",
SYMA X5cHW PRO - 50 minut letu + barometr + WiFi kamera SYMA RC_46300,https://drony.heureka.sk/syma-x5chw-pro-50-minut-letu-plus-barometr-plus-wifi-kamera-syma-rc-46300/,"123,97 €","Dron s WiFi kamerou FPV (online přenos do telefonu) a barometrem a dlouhou dobou letu
 
SYMA X5cHW PRO - dron s nejjednodušším ovládáním na trhu a online přenosem
X5cHW PRO má v...",
"DJI kvadrokoptéra - dron, Phantom 3 Standard, 2,7K Ultra HD kamera - DJI0326",https://drony.heureka.sk/dji-kvadrokoptera-dron-phantom-3-standard-2_7k-ultra-hd-kamera-dji0326/,"565,00 - 587,00 €",DJI Phantom 3 Standard / kvadrokoptéra - dron / 2.7K Ultra HD kamera,
Dron Kvadrokoptéra Dromida Verso GG Inversion RTF - 707768801022,https://drony.heureka.sk/dron-kvadrokoptera-dromida-verso-gg-inversion-rtf-707768801022/,"57,90 €"," Létání s drony dostává nové rozměry. Tento malý rošťák dokáže odstartovat, létat i přistát vzhůru nohama. Jeho otočné motory vám tak poskytnou větší m VypnutoVynechat z...",
Syma RC dron X5SW FPV WiFi kamera čierny - RC_16983,https://drony.heureka.sk/syma-rc-dron-x5sw-fpv-wifi-kamera-cierny-rc-16983/,"85,00 €",FPV verzia jedného z najúspešnejšie predávaných dronov pre začiatočníkov vôbec. Ihneď po vzlietnutí zistíte že sa výrazne zapracovalo na výkone a ovládateľnosti. Dron je...,
Syma RC dron X3 - RC_16788,https://drony.heureka.sk/syma-rc-dron-x3-rc-16788/,"45,00 €","Syma X3 predstavuje idálnu voľbu pre tých, ktorí hľadajú univerzálny dron, ktorý môžete používať takmer kdekoľvek. Je to väčší brat dronu Syma X4 s výkonnejším akumulátorom,...",
MJX TALI 50 - obratná hexakoptéra - RS_25184,https://drony.heureka.sk/mjx-tali-50-obratna-hexakoptera-rs-25184/,"42,00 €","Najmenšia a obratná hexakoptéra na svete MJX TALI 50

RC hexakoptéra na diaľkové ovládanie Tali 50. Šesť rotorov zabezpečuje živosť a obratnosť. Balenie je kompletné, chýbajú už...",
WLToys Q282 - dron s FPV monitorom RC_17046,https://drony.heureka.sk/wltoys-q282-dron-s-fpv-monitorom-rc-17046/,"159,00 €","WLToys hexakoptéra Q282 2.0 CAM FPV 5.8Ghz monitor

Model obsahuje všetko, čo má obsahovať kvadrokoptéra. Vďaka 6 motorom je maximálne stabilný a dobre...",
DFmodel Sky Watcher XL WIFI FPV - rc dron s prenosom videa - RS_9160,https://drony.heureka.sk/dfmodel-sky-watcher-xl-wifi-fpv-rc-dron-s-prenosom-videa-rs-9160/,"183,00 €","DF model Sky Watcher XL WIFI FPV KILLER

Firma DF model zamerala svoj ďalší vývojový krok zaujímavým smerom. Model typu Skywatcher XL  je vybavený najnovšími technológiami a...",
"DJI Phantom 4 LiPo 5350mAh, 15,2V akumulátor - DJ0118",https://drony.heureka.sk/dji-phantom-4-lipo-5350mah-15_2v-akumulator-dj0118/,"171,67 €","Inteligentní baterie s kapacitou 5350mAh, 15.2V, která je speciálně navržena pro DJI Phantom 4 a umožňuje mu tím optimální výkon.

Baterie má také vestavěné senzory a svítivé...",
Syma X7 Spaceship - rc dron na diaľkové ovládanie - RS_X7,https://drony.heureka.sk/syma-x7-spaceship-rc-dron-na-dialkove-ovladanie-rs-x7/,"57,00 €","Kvadrokoptéra Syma X7 spaceship

Kvadrokoptéra SYMA X7 SPACESHIP má ľahké intuitívne ovládanie. Elektronika vysokej kvality a výborné vypracovanie to sú najväčšie plusy tohto...",
WLToys SKY TRACKER - rc mini hexakoptéra - RS_MT990,https://drony.heureka.sk/wltoys-sky-tracker-rc-mini-hexakoptera-rs-mt990/,"37,00 €","WLToys SKY TRACKER - rc mini hexakoptéra

WlToys Sky Tracker MT 990 je hexakoptéra, ktorá je výhodná z hľadiska stability modelu a dalšou výhodou je, že pri výpadku jedného z...",
Parrot Hydrofoil Drone Minidrone Orak - PF723400AA,https://drony.heureka.sk/parrot-hydrofoil-drone-minidrone-orak-pf723400aa/,"133,00 €",Parrot Hydrofoil Drone Minidrone Orak Parrot Hydrofoil je obojživelnou hračkou ovládanou přes Bluetooth z Vašeho telefonu nebo tabletu. Připněte kvadrokoptéru na horní část...,
Syma RC dron X8HC 2 MP kamera + barometer - RC_45467,https://drony.heureka.sk/syma-rc-dron-x8hc-2-mp-kamera-plus-barometer-rc-45467/,"108,00 - 108,29 €","Kvadrokoptéra na diaľkové ovládanie Syma X8HC s kamerou 2MP. Hlavný rozdiel oproti predošlému modelu nie je len dizajnové prevedenie, ale hlavne funkcia vznášania. Udržanie...",
Syma X8HW Wifi FPV prenos videa + barometer - RC_45315,https://drony.heureka.sk/syma-x8hw-wifi-fpv-prenos-videa-plus-barometer-rc-45315/,"149,00 €","Novinka od SYMA v našej ponuke - nástupcu známeho a veľmi obľúbeného modelu W - Syma X8HW. To, čo ju odlišuje od svojho predchodcu je nielen atraktívny vzhľad, ale tiež funkcia...",
Syma RC dron X5HC 2MP kamera biely - RC_44595,https://drony.heureka.sk/syma-rc-dron-x5hc-2mp-kamera-biely-rc-44595/,"73,10 €","Vylepšená verzia jedného z najúspešnejšie predávaných dronov - SYMA X5SC. Nový model má oproti svojmu predchodcovi vylepšený akumulátor s väčšou kapacitou, je obohatený o...",
Syma RC dron X5HC 2MP kamera modrý - RC_44595,https://drony.heureka.sk/syma-rc-dron-x5hc-2mp-kamera-modry-rc-44595/,"73,10 €","Vylepšená verzia jedného z najúspešnejšie predávaných dronov - SYMA X5SC. Nový model má oproti svojmu predchodcovi vylepšený akumulátor s väčšou kapacitou, je obohatený o...",
RCBUY - dron Bee Green - LH-X13,https://drony.heureka.sk/rcbuy-dron-bee-green-lh-x13/,"42,45 - 45,62 €","LH-X13 BEE rozměry délka 18 šířka 18 výška včetně nožiček 6 váha modelu včetně baterií kg 0,05 kapacita baterie modelu 3.7V 250mAh Li-Po kapacita baterie ovladače 4x1,5V AA doba...",
RCBUY - dron Wasp Blue - LH-X16,https://drony.heureka.sk/rcbuy-dron-wasp-blue-lh-x16/,"47,16 - 51,90 €","LH-X16 WASP rozměry délka	30 šířka	30 výška (včetně nožiček)	11 váha modelu včetně baterií (kg)	0,07 kapacita baterie modelu	3.7V 350mAh kapacita baterie ovladače	4x1,5V AA doba...",
Smart Drone Parrot Bebop 2 FPV Skycontroller - PF726233AA,https://drony.heureka.sk/smart-drone-parrot-bebop-2-fpv-skycontroller-pf726233aa/,"686,50 - 764,12 €","Kvalitný Parrot BEBOP 2 FPV, Sky-controller 2 & Brýle za 747.9 €.",
RCBUY - dron Bee White - LH-X13,https://drony.heureka.sk/rcbuy-dron-bee-white-lh-x13/,"30,30 - 46,67 €","LH-X13 BEE rozměry délka	18 šířka	18 výška (včetně nožiček)	6 váha modelu včetně baterií (kg)	0,05 kapacita baterie modelu	3.7V 250mAh Li-Po kapacita baterie ovladače	4x1,5V AA...",
RCBUY - dron Mosquito Black - LH-X15,https://drony.heureka.sk/rcbuy-dron-mosquito-black-lh-x15/,"30,30 - 46,67 €","LH-X15 RAVEN rozměry délka	18 šířka	18 výška (včetně nožiček)	7 váha modelu včetně baterií (kg)	0,05 kapacita baterie modelu	3.7V 250mAh Li-Po kapacita baterie ovladače	4x1,5V...",
Smart drone Parrot Bebop Yellow - PF722002,https://drony.heureka.sk/smart-drone-parrot-bebop-yellow-pf722002/,"522,10 €",Staňte se pilotem nadupaného čtyřvrtulového letounu Parrot Bebop a pořizujte bezkonkurenční záběry z netradiční ptačí perspektivy. Přístroj disponuje hned několika klíčovými...,
Dron SYMA X54HC + HD kamera + barometr SYMA - RC_46401,https://drony.heureka.sk/dron-syma-x54hc-plus-hd-kamera-plus-barometr-syma-rc-46401/,"97,00 €","SYMA X54HC NOVINKA od spoločnosti SYMA, dron s vypínateľným barometrom, HD kamerou a silnú aku 850 mAh!U tohto modelu možno vypínať či zapínať BAROMETER.Model má nový športový...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
RCBUY - dron Mosquito White - LH-X15,https://drony.heureka.sk/rcbuy-dron-mosquito-white-lh-x15/,"30,30 - 46,67 €","LH-X15 RAVEN rozměry délka	18 šířka	18 výška (včetně nožiček)	7 váha modelu včetně baterií (kg)	0,05 kapacita baterie modelu	3.7V 250mAh Li-Po kapacita baterie ovladače	4x1,5V...",
Dron Sphere BB-8 Star Wars Special Edition + Sphere Force Band - R001SRW,https://drony.heureka.sk/dron-sphere-bb-8-star-wars-special-edition-plus-sphere-force-band-r001srw/,"231,20 €","Dron Sphero BB-8 a náramek Sphero Force Band jsou součástí Star Wars Special Edition. Dron kopíruje vzhled droida BB-8 a můžete ho ovládat buď přes chytrý telefon, tablet nebo...",
"DJI kvadrokoptéra Mavic Pro, 4K Full HD kamera - DJIM0250",https://drony.heureka.sk/dji-kvadrokoptera-mavic-pro-4k-full-hd-kamera-djim0250/,"1 264,35 - 1 353,80 €","DJI Mavic Pro je malý, napriek tomu výkonný dron, vďaka ktorému sa z oblohy stáva plátno vašej kreativity, ľahko a bez starostí, a pomáha vám z každého momentu vytvoriť moment...",
DJI kvadrokoptéra INSPIRE 1 Pro - DJI0610,https://drony.heureka.sk/dji-kvadrokoptera-inspire-1-pro-dji0610/,"3 726,95 €","Představte si, že držíte budoucnost ve svých rukou. Inspire 1 je nejvyspělejší kompletní sestava DJI. Je navržen k vysokému výkonu ale přitom je lehký a flexibilní aby mohl...",
DJI kvadrokoptéra INSPIRE 1 RAW se 2 ovladači - DJI0614,https://drony.heureka.sk/dji-kvadrokoptera-inspire-1-raw-se-2-ovladaci-dji0614/,"4 711,80 €","Představte si, že držíte budoucnost ve svých rukou. Inspire 1 je nejvyspělejší kompletní sestava DJI. Je navržen k vysokému výkonu ale přitom je lehký a flexibilní aby mohl...",
"DJI kvadrokoptéra Phantom 4, 4K Ultra HD kamera - DJI0420",https://drony.heureka.sk/dji-kvadrokoptera-phantom-4_4k-ultra-hd-kamera-dji0420/,"1 128,39 €","Vítejte v budoucnosti! Staňte se režisérem a kameramanem svých vlastních zážitků, dejte kameře křídla a vstupte s námi do světa leteckého pořizování fotografií a videa. 
Vezměte...",
DJI kvadrokoptéra INSPIRE 1 Pro - DJI0612,https://drony.heureka.sk/dji-kvadrokoptera-inspire-1-pro-dji0612/,"3 533,52 €","Představte si, že držíte budoucnost ve svých rukou. Inspire 1 je nejvyspělejší kompletní sestava DJI. Je navržen k vysokému výkonu ale přitom je lehký a flexibilní aby mohl...",
DJI kvadrokoptéra INSPIRE 1 V2.0 - DJI0602,https://drony.heureka.sk/dji-kvadrokoptera-inspire-1-v2_0-dji0602/,"2 344,60 €","Představte si, že držíte budoucnost ve svých rukou. Inspire 1 je nejvyspělejší kompletní sestava DJI. Je navržen k vysokému výkonu ale přitom je lehký a flexibilní aby mohl...",
DJI Phantom 4 + batéria - DJI0420,https://drony.heureka.sk/dji-phantom-4-plus-bateria-dji0420/,"1 499,00 €",,
"DJI kvadrokoptéra Phantom 3 Advanced, Ultra HD 2, 7 kamera - DJI0324-C01",https://drony.heureka.sk/dji-kvadrokoptera-phantom-3-advanced-ultra-hd-2_7-kamera-dji0324-c01/,"1 369,00 €","Staňte se režisérem a kameramanem svých vlastních zážitků, dejte kameře křídla a vstupte s námi do budoucnosti.
Vezměte do ruky vysílač, přidejte plyn a začněte vytvářet svůj...",
"DJI kvadrokoptéra Phantom 3 Professional, 4K Ultra HD kamera - DJI0322-C01",https://drony.heureka.sk/dji-kvadrokoptera-phantom-3-professional-4k-ultra-hd-kamera-dji0322-c01/,"1 611,03 €","Staňte se režisérem a kameramanem svých vlastních zážitků, dejte kameře křídla a vstupte s námi do budoucnosti.
Vezměte do ruky vysílač, přidejte plyn a začněte vytvářet svůj...",
Parrot Bebop Drone hriadeľ   gumové guličky - PF070115AA,https://drony.heureka.sk/parrot-bebop-drone-hriadel-gumove-gulicky-pf070115aa/,"6,80 - 7,52 €",Parrot Bebop Drone hriadeľ + gumové guličky,
Smart Drone Parrot Swing - PF727033AA,https://drony.heureka.sk/smart-drone-parrot-swing-pf727033aa/,"190,00 €","Parrot Swing je jediný minidron, který umožňuje létat vysokou rychlostí s překvapivou lehkostí. Taktéž se jedná o jeden z mála dronů, který disponuje autopilotem či možností...",
Parrot Jumping Night Drone Minidrone Diesel - PF724100AC,https://drony.heureka.sk/parrot-jumping-night-drone-minidrone-diesel-pf724100ac/,"79,00 €","Parrot Jumping Night Drone Minidrone Diesel Nyní můžete vše prozkoumávat a zaznamenávat i ve tmě. Parrot skákající noční dron pochází z druhé generace minidronů. Energický,...",
Parrot Airborne Cargo Drone Minidrone Mars - PF723301AA,https://drony.heureka.sk/parrot-airborne-cargo-drone-minidrone-mars-pf723301aa/,"47,00 €","Maximální rychlost: 17,7 km/h Lego-kompatibilní: ano Životnost baterie: 9 minut bez trupu - Rychlé nabíjení za 25 minut",
Parrot Airborne Cargo Drone Minidrone Travis - PF723300AA,https://drony.heureka.sk/parrot-airborne-cargo-drone-minidrone-travis-pf723300aa/,"50,00 €","Parrot Airborne Cargo Drone Minidrone Travis Maximální rychlost: 17,7 km/h Lego-kompatibilní: Ano Životnost baterie: 9 minut bez trupu Doba nabíjení: 25 minut",
Parrot Jumping Race Drone Minidrone Jett - PF724302AC,https://drony.heureka.sk/parrot-jumping-race-drone-minidrone-jett-pf724302ac/,"138,00 €","Parrot Jumping Race Drone Minidrone Jett Objevte Parrot závodního a skákajícího drona z druhé generace minidronů. Rychlý, energický, velmi stabilní a neodolatelný dron s velkými...",
"Parrot Bebop Drone 2, červená - PF726000AA",https://drony.heureka.sk/parrot-bebop-drone-2-cervena-pf726000aa/,"491,00 €","Parrot Bebop Drone 2 Červený Interní paměť: 8 GB Zdroj napájení dálkového ovládání: Baterie Kapacita: 2700 mAh Síla světla: 2,3 Zdroj napájení dronu: Baterie Provozní doba: 25...",
Dickie RC Livecam Quadrocopter - 201119437,https://drony.heureka.sk/dickie-rc-livecam-quadrocopter-201119437/,"65,00 €",Napájení Provozní doba (Min.): 6 Doba nabíjení (Min.): 80 Typ Kvadrokoptéra na dálkové ovládání Všeobecné informace Doporučený věk: Od 14 let Oblast použití: Interiér / Exteriér,
Rayline R805 Wifi RC Kvadrokoptéra - RL-R805wifi,https://drony.heureka.sk/rayline-r805-wifi-rc-kvadrokoptera-rl-r805wifi/,"69,00 €","Rayline R805 V s HD kamerou

Nová R805V kvadrokoptéra s HD kamerou, čierna edícia! Táto Rayline kvadrokoptéra vyzerá ako z inej planéty. Ponúka všetky technické vylepšenia,...Možné zakúpiť priamo na Heureka.sk",Možné zakúpiť priamo na Heureka.sk
Rayline R8 Wifi RC Kvadrokoptéra - RL-R8,https://drony.heureka.sk/rayline-r8-wifi-rc-kvadrokoptera-rl-r8/,"91,00 - 99,00 €","Kvadrokoptéra R8 Rayline s FPV online prenosom 2,4 GHz 4 CH

Exkluzívny design firmy Rayline predstavuje nový model s použitým kvalitným materiálom. Ďalej ponúka 6-osú...",
Parrot Hydrofoil Drone Minidrone New Z - PF723401AA,https://drony.heureka.sk/parrot-hydrofoil-drone-minidrone-new-z-pf723401aa/,"136,00 €",Parrot - Hydrofoil Drone Minidrone New Z Parrot Hydrofoil je obojživelnou hračkou ovládanou přes Bluetooth z Vašeho telefonu nebo tabletu. Připněte kvadrokoptéru na horní část...,
"Microkoptéra Galaxy Visitor 3 RTF 2,4GHz s kamerou mód 1 - NE3907",https://drony.heureka.sk/microkoptera-galaxy-visitor-3-rtf-2_4ghz-s-kamerou-mod-1-ne3907/,"109,84 €","Mini kvadrokoptéra s 147 mm rotormi as miniatúrne kamerou pre pokojné poletovania a robení foto / video snímok doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku, miniatúrne...",
Gravity Hexa Micro Multicopter 2.4GHz (MODE 2) L220711,https://drony.heureka.sk/gravity-hexa-micro-multicopter-2_4ghz-mode-2-l220711/,"46,40 €","RC set micro hexakoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku, USB nabíjačkou kompletne pripravený k letu. Dĺžka 225mm, letová hmotnosť 62g.",
H4 Gravit Nano 2.0 set kvadrokoptéry 2.4GHz (MODE 2) L220705,https://drony.heureka.sk/h4-gravit-nano-2_0-set-kvadrokoptery-2_4ghz-mode-2-l220705/,"23,70 €","Mini kvadrokoptér od firmy LRP Electronic, meria len 55 mm ku 55 mm , čo nie je o mnoho väčšie ako 2 € minca. S inovatívnou GHz technológiou a riadiacou elektronikou dokáže...",
H4 Gravit Vision RC set kvadrokoptéry 2.4GHz (NEW) s HD kamerou (MODE 2) L220704,https://drony.heureka.sk/h4-gravit-vision-rc-set-kvadrokoptery-2_4ghz-new-s-hd-kamerou-mode-2-l220704/,"73,11 €","RC set kvadrokoptéry so 4-kanálovou RC súpravou 2.4GHz, 1x LiPo aku a nabíjačkou kompletne pripravený k letu. Rozpätie ramien 400mm, letová hmotnosť 125g. Súčasťou je nová HD...",
"Microkoptéra Galaxy Visitor 3 RTF 2,4GHz s kamerou mód 2 - NE3907-2",https://drony.heureka.sk/microkoptera-galaxy-visitor-3-rtf-2_4ghz-s-kamerou-mod-2-ne3907-2/,"109,84 €","Mini kvadrokoptéra s 147 mm rotormi as miniatúrne kamerou pre pokojné poletovania a robení foto / video snímok doma aj vonku. RC set s 2.4GHz vysielačom, LiPo aku, miniatúrne...",
"Microkoptéra Galaxy Visitor 6 RTF 2,4GHz s kamerou mód 1 - NE3909",https://drony.heureka.sk/microkoptera-galaxy-visitor-6-rtf-2_4ghz-s-kamerou-mod-1-ne3909/,"99,82 €","Mini kvadrokoptéra sa 160mm rotory a miniatúrne wi-fi kamerou pre pokojné i akrobatické poletovania, robení foto / video snímok doma aj vonku a FPV lietania. RC set s 2.4GHz...",
"YUNEEC Q500 4K TYPHOON s kamerou C-GO3-4K RTF s CGO, SteadyGrip a - TRollov kufrom - YUNQ4KTEU",https://drony.heureka.sk/yuneec-q500-4k-typhoon-s-kamerou-c-go3-4k-rtf-s-cgo-steadygrip-a-trollov-kufrom-yunq4kteu/,"897,93 €","Yuneec Q500 Typhoon je kompletný kvadrokoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu a vysielačom s vstavaným dotykovým 5,5 ""displejom...",
YUNEEC Q500 4K TYPHOON s kamerou C-GO3-4K RTF s CGO SteadyGrip - YUNQ4KEU,https://drony.heureka.sk/yuneec-q500-4k-typhoon-s-kamerou-c-go3-4k-rtf-s-cgo-steadygrip-yunq4keu/,"754,20 - 798,00 €","Yuneec Q500 Typhoon je kompletný kvadrokoptéra určená pre letecké snímkovanie vybavená 4K kamerou umiestnenou na 3-osom závesu a vysielačom s vstavaným dotykovým 5,5 ""displejom...",
"Microkoptéra Galaxy Visitor 6 PRO RTF 2,4GHz s kamerou mód 2 - NE3909PRO-2",https://drony.heureka.sk/microkoptera-galaxy-visitor-6-pro-rtf-2_4ghz-s-kamerou-mod-2-ne3909pro-2/,"133,20 €","Mini kvadrokoptéra sa 160mm rotory a miniatúrne wi-fi HD kamerou pre pokojné i akrobatické poletovania, robení foto / video snímok doma aj vonku a FPV lietania. RC set s 2.4GHz...",
Nine Eagles Galaxy Visitor 6 PRO RTF s kamerou MOD 2 - NE3909PRO-2,https://drony.heureka.sk/nine-eagles-galaxy-visitor-6-pro-rtf-s-kamerou-mod-2-ne3909pro-2/,"179,00 €","Kvadrokoptéra se 160mm rotory a miniaturní wi-fi HD kamerou pro klidné i akrobatické poletování, pořizování foto/video snímků doma i venku a FPV létání. RC set s 2.4GHz...",
"DJI Phantom 3 Standard, 2,7K Ultra HD kamera - DJI0326",https://drony.heureka.sk/dji-phantom-3-standard-2_7k-ultra-hd-kamera-dji0326/,"524,70 €","DJI kvadrokoptéra - dron, Phantom 3 Standard, 2,7K Ultra HD kamera

Kvadrokoptéra Phantom 3 vybavená 2,7K Ultra HD kamerou umístěnou na 3-osém stabilizovaném závěsu a...",
Parrot BEBOP 2 FPV Sky-controller 2 & Kokpit okuliare - PF726233AA,https://drony.heureka.sk/parrot-bebop-2-fpv-sky-controller-2-kokpit-okuliare-pf726233aa/,"700,00 - 729,99 €","Parrot Bepop 2 odhaľuje nové možnosti vďaka spojeniu Parrot SKYCONTROLLER 2 a Parrot COCKPITGLASSES. Vďaka VR okuliarom, do veľkosti telefónu 4.7""-5.7"" a hrúbkou 6-9.5mm, sa...",
Parrot FPV set Sky-controller 2 & Kokpit okuliare - PF725037AA,https://drony.heureka.sk/parrot-fpv-set-sky-controller-2-kokpit-okuliare-pf725037aa/,"349,99 €",Máte už Parrot Disco alebo Parrot Bebop 2 drona? Toto balenie je vyrobené pre Vás! Použite svoj smartphone aby ste objavili nový rozmer lietania. S FPV Kokpit okuliarmi...,
Parrot Disco FPV Sky-controller 2 & Kokpit okuliare - PF750001AA,https://drony.heureka.sk/parrot-disco-fpv-sky-controller-2-kokpit-okuliare-pf750001aa/,"1 300,00 - 1 329,99 €",Parrot Disco FPV je ultraľahký a rýchly dron kombinujúci najnovšie technológie pre výnimočný zážitok z lietania. Je schopný lietať rýchlosťou až 80 km / h a do vzdialenosti 2...,
"Parrot MAMBO s ovládačom, kanón & držiak - PF727031AA",https://drony.heureka.sk/parrot-mambo-s-ovladacom-kanon-drziak-pf727031aa/,"110,00 - 119,99 €","Prečo kúpiť Parrot Mambo 

- Parrot Mambo je zaujímavý dron typického tvaru so štyrmi vrtuľami na vrchu

- môžete ho vybaviť napríklad kanónom, alebo držiakom a s ním zažijete...",
DJI Phantom 4 + 2X extra batéria + nabíjacia stanica - DJI0420+2+CH,https://drony.heureka.sk/dji-phantom-4-plus-2x-extra-bateria-plus-nabijacia-stanica-dji0420-plus-2-plus-ch/,"1 599,00 €",,
"DJI Phantom 3 Professional, 4K Ultra HD kamera - DJI0322",https://drony.heureka.sk/dji-phantom-3-professional-4k-ultra-hd-kamera-dji0322/,"934,20 €","DJI kvadrokoptéra - dron, Phantom 3 Professional, 4K Ultra HD kamera

Kvadrokoptéra Phantom 3 s 4K Ultra HD kamerou umístěnou na 3-osém stabilizovaném závěsu a integrovaným...",
PARROT Hydrofoil - New Z - PF723401AA,https://drony.heureka.sk/parrot-hydrofoil-new-z-pf723401aa/,"139,00 €","Parrot MiniDrone Hydrofoil New

Parrot Hydrofoil je obojživelnou hračkou ovládanou přes Bluetooth aplikací mobilního telefonu nebo tabletu. Připněte kvadrokoptéru na horní část...",
